Based on edl_traj_161024_DAC1_LaRC_MC_v2 Nominal Atmosphere								
Altitude referenced to 1 bar at equator: 60268 km								
								
"Altitude, km"		"Temp, deg K"		"Pressure, bars"		"Pressure, hPa"		"Density, kg/m3"
95.65		85.470		9.0090E-02		90.090		2.876720E-02
95.47		85.450		9.0570E-02		90.570		2.892930E-02
95.29		85.420		9.1060E-02		91.060		2.909190E-02
95.11		85.400		9.1540E-02		91.540		2.925490E-02
94.94		85.370		9.2030E-02		92.030		2.941850E-02
94.76		85.350		9.2510E-02		92.510		2.958240E-02
94.58		85.320		9.3000E-02		93.000		2.974690E-02
94.41		85.300		9.3490E-02		93.490		2.991180E-02
94.23		85.280		9.3980E-02		93.980		3.007720E-02
94.06		85.250		9.4470E-02		94.470		3.024310E-02
93.88		85.230		9.4970E-02		94.970		3.040950E-02
93.71		85.200		0.095460		95.460		3.057640E-02
93.53		85.180		0.095960		95.960		3.074380E-02
93.36		85.160		0.096450		96.450		3.091160E-02
93.19		85.130		0.096950		96.950		3.107990E-02
93.02		85.110		0.097450		97.450		3.124870E-02
92.84		85.090		0.097950		97.950		3.141800E-02
92.67		85.060		0.098450		98.450		3.158780E-02
92.50		85.040		0.098960		98.960		3.175800E-02
92.33		85.010		0.099460		99.460		3.192870E-02
92.16		84.990		0.099970		99.970		3.209990E-02
91.99		85.000		0.100500		100.500		3.226170E-02
91.82		85.000		0.101000		101.000		3.242320E-02
91.65		85.010		0.101500		101.500		3.258500E-02
91.48		85.020		0.102000		102.000		3.274730E-02
91.32		85.020		0.102500		102.500		3.290990E-02
91.15		85.030		0.103000		103.000		3.307300E-02
90.98		85.040		0.103600		103.600		3.323640E-02
90.82		85.050		0.104100		104.100		3.340030E-02
90.65		85.050		0.104600		104.600		3.356450E-02
90.48		85.060		0.105100		105.100		3.372910E-02
90.32		85.070		0.105600		105.600		3.389410E-02
90.15		85.070		0.106200		106.200		3.405950E-02
89.99		85.080		0.106700		106.700		3.422530E-02
89.82		85.090		0.107200		107.200		3.439150E-02
89.66		85.090		0.107800		107.800		3.455810E-02
89.50		85.100		0.108300		108.300		3.472510E-02
89.33		85.110		0.108800		108.800		3.489250E-02
89.17		85.110		0.109300		109.300		3.506020E-02
89.01		85.120		0.109900		109.900		3.522840E-02
88.85		85.130		0.110400		110.400		3.539690E-02
88.68		85.130		0.110900		110.900		3.556580E-02
88.52		85.140		0.111500		111.500		3.573520E-02
88.36		85.150		0.112000		112.000		3.590490E-02
88.20		85.150		0.112600		112.600		3.607450E-02
88.04		85.160		0.113100		113.100		3.624420E-02
87.88		85.170		0.113600		113.600		3.641430E-02
87.72		85.170		0.114200		114.200		3.658490E-02
87.57		85.180		0.114700		114.700		3.675570E-02
87.41		85.190		0.115300		115.300		3.692700E-02
87.25		85.190		0.115800		115.800		3.709870E-02
87.09		85.200		0.116400		116.400		3.727070E-02
86.93		85.210		0.116900		116.900		3.744310E-02
86.78		85.210		0.117500		117.500		3.761590E-02
86.62		85.220		0.118000		118.000		3.778910E-02
86.47		85.230		0.118600		118.600		3.796270E-02
86.31		85.230		0.119100		119.100		3.813660E-02
86.15		85.240		0.119700		119.700		3.831100E-02
86.00		85.250		0.120200		120.200		3.848570E-02
85.84		85.250		0.120800		120.800		3.866080E-02
85.69		85.260		0.121300		121.300		3.883630E-02
85.54		85.260		0.121900		121.900		3.901210E-02
85.38		85.270		0.122400		122.400		3.918840E-02
85.23		85.280		0.123000		123.000		3.936500E-02
85.08		85.280		0.123600		123.600		3.954200E-02
84.92		85.290		0.124100		124.100		3.971940E-02
84.77		85.300		0.124700		124.700		3.989710E-02
84.62		85.300		0.125300		125.300		4.007530E-02
84.47		85.310		0.125800		125.800		4.025380E-02
84.32		85.330		0.126400		126.400		4.042390E-02
84.17		85.360		0.127000		127.000		4.059300E-02
84.02		85.390		0.127500		127.500		4.076250E-02
83.87		85.420		0.128100		128.100		4.093230E-02
83.72		85.440		0.128700		128.700		4.110240E-02
83.57		85.470		0.129300		129.300		4.127280E-02
83.42		85.500		0.129800		129.800		4.144360E-02
83.27		85.520		0.130400		130.400		4.161470E-02
83.12		85.550		0.131000		131.000		4.178610E-02
82.97		85.580		0.131600		131.600		4.195780E-02
82.83		85.600		0.132100		132.100		4.212990E-02
82.68		85.630		0.132700		132.700		4.230230E-02
82.53		85.660		0.133300		133.300		4.247510E-02
82.38		85.680		0.133900		133.900		4.264820E-02
82.24		85.710		0.134500		134.500		4.282160E-02
82.09		85.740		0.135100		135.100		4.299530E-02
81.95		85.760		0.135700		135.700		4.316940E-02
81.80		85.790		0.136200		136.200		4.334390E-02
81.66		85.820		0.136800		136.800		4.351860E-02
81.51		85.840		0.137400		137.400		4.369370E-02
81.37		85.870		0.138000		138.000		4.386910E-02
81.22		85.890		0.138600		138.600		4.404490E-02
81.08		85.920		0.139200		139.200		4.422100E-02
80.93		85.950		0.139800		139.800		4.439750E-02
80.79		85.970		0.140400		140.400		4.457420E-02
80.65		86.000		0.141000		141.000		4.475140E-02
80.50		86.020		0.141600		141.600		4.492760E-02
80.36		86.050		0.142200		142.200		4.510310E-02
80.22		86.080		0.142800		142.800		4.527890E-02
80.08		86.100		0.143400		143.400		4.545500E-02
79.94		86.130		0.144000		144.000		4.563140E-02
79.79		86.150		0.144600		144.600		4.580820E-02
79.65		86.180		0.145200		145.200		4.598530E-02
79.51		86.200		0.145800		145.800		4.616270E-02
79.37		86.230		0.146400		146.400		4.634050E-02
79.23		86.260		0.147000		147.000		4.651850E-02
79.09		86.280		0.147600		147.600		4.669690E-02
78.95		86.310		0.148200		148.200		4.687570E-02
78.81		86.330		0.148800		148.800		4.705470E-02
78.67		86.360		0.149500		149.500		4.723410E-02
78.53		86.380		0.150100		150.100		4.741390E-02
78.40		86.410		0.150700		150.700		4.759390E-02
78.26		86.430		0.151300		151.300		4.777430E-02
78.12		86.460		0.151900		151.900		4.795500E-02
77.98		86.480		0.152500		152.500		4.813600E-02
77.84		86.510		0.153200		153.200		4.831740E-02
77.71		86.530		0.153800		153.800		4.849910E-02
77.57		86.560		0.154400		154.400		4.868110E-02
77.43		86.580		0.155000		155.000		4.886350E-02
77.30		86.610		0.155600		155.600		4.904620E-02
77.16		86.630		0.156300		156.300		4.922920E-02
77.02		86.660		0.156900		156.900		4.941250E-02
76.89		86.680		0.157500		157.500		4.959620E-02
76.75		86.710		0.158200		158.200		4.978020E-02
76.62		86.740		0.158800		158.800		4.995860E-02
76.48		86.780		0.159400		159.400		5.013020E-02
76.35		86.830		0.160000		160.000		5.030200E-02
76.21		86.870		0.160700		160.700		5.047410E-02
76.08		86.910		0.161300		161.300		5.064640E-02
75.95		86.960		0.161900		161.900		5.081910E-02
75.81		87.000		0.162500		162.500		5.099200E-02
75.68		87.040		0.163200		163.200		5.116510E-02
75.55		87.080		0.163800		163.800		5.133860E-02
75.41		87.130		0.164400		164.400		5.151230E-02
75.28		87.170		0.165100		165.100		5.168630E-02
75.15		87.210		0.165700		165.700		5.186060E-02
75.02		87.260		0.166400		166.400		5.203510E-02
74.88		87.300		0.167000		167.000		5.221000E-02
74.75		87.340		0.167600		167.600		5.238510E-02
74.62		87.380		0.168300		168.300		5.256050E-02
74.49		87.420		0.168900		168.900		5.273620E-02
74.36		87.470		0.169600		169.600		5.291220E-02
74.23		87.510		0.170200		170.200		5.308840E-02
74.10		87.550		0.170900		170.900		5.326490E-02
73.97		87.590		0.171500		171.500		5.344180E-02
73.84		87.630		0.172200		172.200		5.361890E-02
73.71		87.680		0.172800		172.800		5.379620E-02
73.58		87.720		0.173500		173.500		5.397390E-02
73.45		87.760		0.174100		174.100		5.415190E-02
73.32		87.800		0.174800		174.800		5.433010E-02
73.19		87.840		0.175400		175.400		5.450860E-02
73.06		87.880		0.176100		176.100		5.468740E-02
72.93		87.930		0.176800		176.800		5.486650E-02
72.80		87.970		0.177400		177.400		5.504590E-02
72.67		88.010		0.178100		178.100		5.522490E-02
72.55		88.050		0.178700		178.700		5.540340E-02
72.42		88.090		0.179400		179.400		5.558220E-02
72.29		88.130		0.180100		180.100		5.576130E-02
72.16		88.170		0.180700		180.700		5.594060E-02
72.04		88.210		0.181400		181.400		5.612020E-02
71.91		88.250		0.182100		182.100		5.630010E-02
71.78		88.290		0.182700		182.700		5.648030E-02
71.66		88.330		0.183400		183.400		5.666070E-02
71.53		88.370		0.184100		184.100		5.684150E-02
71.40		88.410		0.184700		184.700		5.702250E-02
71.28		88.450		0.185400		185.400		5.720380E-02
71.15		88.490		0.186100		186.100		5.738530E-02
71.03		88.530		0.186700		186.700		5.756720E-02
70.90		88.570		0.187400		187.400		5.774930E-02
70.78		88.610		0.188100		188.100		5.793170E-02
70.65		88.650		0.188800		188.800		5.811440E-02
70.53		88.690		0.189400		189.400		5.829740E-02
70.40		88.730		0.190100		190.100		5.848060E-02
70.28		88.770		0.190800		190.800		5.866420E-02
70.15		88.810		0.191500		191.500		5.884800E-02
70.03		88.850		0.192200		192.200		5.903210E-02
69.91		88.890		0.192900		192.900		5.921650E-02
69.78		88.930		0.193500		193.500		5.940110E-02
69.66		88.970		0.194200		194.200		5.958600E-02
69.54		89.000		0.194900		194.900		5.977130E-02
69.41		89.040		0.195600		195.600		5.995680E-02
69.29		89.080		0.196300		196.300		6.014250E-02
69.17		89.120		0.197000		197.000		6.032860E-02
69.04		89.160		0.197700		197.700		6.051490E-02
68.92		89.200		0.198400		198.400		6.070150E-02
68.80		89.240		0.199100		199.100		6.088840E-02
68.68		89.280		0.199800		199.800		6.107050E-02
68.56		89.330		0.200500		200.500		6.124580E-02
68.44		89.380		0.201200		201.200		6.142140E-02
68.31		89.440		0.201900		201.900		6.159710E-02
68.19		89.490		0.202500		202.500		6.177310E-02
68.07		89.540		0.203200		203.200		6.194940E-02
67.95		89.590		0.203900		203.900		6.212580E-02
67.83		89.640		0.204600		204.600		6.230250E-02
67.71		89.690		0.205300		205.300		6.247950E-02
67.59		89.740		0.206000		206.000		6.265670E-02
67.47		89.790		0.206700		206.700		6.283410E-02
67.35		89.840		0.207400		207.400		6.301180E-02
67.23		89.900		0.208100		208.100		6.318970E-02
67.11		89.950		0.208800		208.800		6.336780E-02
66.99		90.000		0.209500		209.500		6.354620E-02
66.87		90.050		0.210200		210.200		6.372490E-02
66.76		90.100		0.211000		211.000		6.390380E-02
66.64		90.150		0.211700		211.700		6.408290E-02
66.52		90.200		0.212400		212.400		6.426230E-02
66.40		90.250		0.213100		213.100		6.444190E-02
66.28		90.300		0.213800		213.800		6.462170E-02
66.16		90.350		0.214500		214.500		6.480180E-02
66.05		90.400		0.215200		215.200		6.498220E-02
65.93		90.450		0.216000		216.000		6.516280E-02
65.81		90.500		0.216700		216.700		6.534360E-02
65.69		90.550		0.217400		217.400		6.552470E-02
65.58		90.600		0.218100		218.100		6.570600E-02
65.46		90.650		0.218800		218.800		6.588760E-02
65.34		90.700		0.219600		219.600		6.606940E-02
65.23		90.750		0.220300		220.300		6.625150E-02
65.11		90.800		0.221000		221.000		6.643380E-02
64.99		90.840		0.221700		221.700		6.661630E-02
64.88		90.890		0.222500		222.500		6.679910E-02
64.76		90.940		0.223200		223.200		6.698220E-02
64.64		90.990		0.223900		223.900		6.716530E-02
64.53		91.040		0.224700		224.700		6.734630E-02
64.41		91.090		0.225400		225.400		6.752740E-02
64.30		91.140		0.226100		226.100		6.770880E-02
64.18		91.190		0.226800		226.800		6.789040E-02
64.07		91.230		0.227600		227.600		6.807230E-02
63.95		91.280		0.228300		228.300		6.825440E-02
63.84		91.330		0.229000		229.000		6.843670E-02
63.72		91.380		0.229700		229.700		6.861930E-02
63.61		91.430		0.230500		230.500		6.880210E-02
63.49		91.470		0.231200		231.200		6.898520E-02
63.38		91.520		0.231900		231.900		6.916850E-02
63.27		91.570		0.232700		232.700		6.935200E-02
63.15		91.620		0.233400		233.400		6.953580E-02
63.04		91.660		0.234200		234.200		6.971980E-02
62.92		91.710		0.234900		234.900		6.990400E-02
62.81		91.760		0.235600		235.600		7.008850E-02
62.70		91.810		0.236400		236.400		7.027320E-02
62.58		91.850		0.237100		237.100		7.045810E-02
62.47		91.900		0.237900		237.900		7.064330E-02
62.36		91.950		0.238600		238.600		7.082880E-02
62.25		91.990		0.239400		239.400		7.101440E-02
62.13		92.040		0.240100		240.100		7.120030E-02
62.02		92.090		0.240900		240.900		7.138650E-02
61.91		92.140		0.241600		241.600		7.157290E-02
61.80		92.180		0.242400		242.400		7.175950E-02
61.69		92.230		0.243100		243.100		7.194630E-02
61.57		92.280		0.243900		243.900		7.213340E-02
61.46		92.320		0.244600		244.600		7.232080E-02
61.35		92.370		0.245400		245.400		7.250830E-02
61.24		92.420		0.246200		246.200		7.269620E-02
61.13		92.460		0.246900		246.900		7.288420E-02
61.02		92.510		0.247700		247.700		7.307250E-02
60.91		92.550		0.248500		248.500		7.326100E-02
60.80		92.600		0.249200		249.200		7.344980E-02
60.68		92.650		0.250000		250.000		7.363880E-02
60.57		92.690		0.250800		250.800		7.382800E-02
60.46		92.740		0.251500		251.500		7.401200E-02
60.35		92.800		0.252300		252.300		7.418860E-02
60.24		92.860		0.253000		253.000		7.436530E-02
60.13		92.910		0.253800		253.800		7.454230E-02
60.02		92.970		0.254500		254.500		7.471940E-02
59.91		93.030		0.255300		255.300		7.489670E-02
59.81		93.080		0.256000		256.000		7.507420E-02
59.70		93.140		0.256800		256.800		7.525200E-02
59.59		93.190		0.257600		257.600		7.542990E-02
59.48		93.250		0.258300		258.300		7.560800E-02
59.37		93.310		0.259100		259.100		7.578640E-02
59.26		93.360		0.259900		259.900		7.596490E-02
59.15		93.420		0.260600		260.600		7.614360E-02
59.04		93.470		0.261400		261.400		7.632260E-02
58.93		93.530		0.262200		262.200		7.650170E-02
58.83		93.590		0.262900		262.900		7.668110E-02
58.72		93.640		0.263700		263.700		7.686070E-02
58.61		93.700		0.264500		264.500		7.704040E-02
58.50		93.750		0.265300		265.300		7.722040E-02
58.39		93.810		0.266000		266.000		7.740060E-02
58.29		93.860		0.266800		266.800		7.758100E-02
58.18		93.920		0.267600		267.600		7.776160E-02
58.07		93.970		0.268400		268.400		7.794240E-02
57.96		94.030		0.269100		269.100		7.812340E-02
57.86		94.080		0.269900		269.900		7.830460E-02
57.75		94.140		0.270700		270.700		7.848600E-02
57.64		94.190		0.271500		271.500		7.866760E-02
57.54		94.250		0.272300		272.300		7.884940E-02
57.43		94.300		0.273100		273.100		7.903150E-02
57.32		94.360		0.273900		273.900		7.921370E-02
57.22		94.410		0.274700		274.700		7.939620E-02
57.11		94.470		0.275400		275.400		7.957880E-02
57.01		94.520		0.276200		276.200		7.976170E-02
56.90		94.580		0.277000		277.000		7.994470E-02
56.79		94.630		0.277800		277.800		8.012800E-02
56.69		94.690		0.278600		278.600		8.031150E-02
56.58		94.740		0.279400		279.400		8.049520E-02
56.48		94.790		0.280200		280.200		8.067910E-02
56.37		94.850		0.281000		281.000		8.086320E-02
56.27		94.900		0.281800		281.800		8.104740E-02
56.16		94.960		0.282600		282.600		8.122950E-02
56.06		95.010		0.283400		283.400		8.141190E-02
55.95		95.060		0.284200		284.200		8.159450E-02
55.85		95.110		0.285000		285.000		8.177720E-02
55.74		95.170		0.285800		285.800		8.196020E-02
55.64		95.220		0.286600		286.600		8.214330E-02
55.53		95.270		0.287400		287.400		8.232670E-02
55.43		95.320		0.288200		288.200		8.251030E-02
55.32		95.380		0.289000		289.000		8.269400E-02
55.22		95.430		0.289800		289.800		8.287800E-02
55.12		95.480		0.290600		290.600		8.306220E-02
55.01		95.530		0.291400		291.400		8.324650E-02
54.91		95.590		0.292200		292.200		8.343110E-02
54.80		95.640		0.293000		293.000		8.361590E-02
54.70		95.690		0.293800		293.800		8.380080E-02
54.60		95.740		0.294600		294.600		8.398600E-02
54.49		95.790		0.295400		295.400		8.417140E-02
54.39		95.850		0.296200		296.200		8.435690E-02
54.29		95.900		0.297100		297.100		8.454270E-02
54.19		95.950		0.297900		297.900		8.472870E-02
54.08		96.000		0.298700		298.700		8.491490E-02
53.98		96.050		0.299500		299.500		8.510120E-02
53.88		96.100		0.300300		300.300		8.528780E-02
53.78		96.160		0.301100		301.100		8.547460E-02
53.67		96.210		0.302000		302.000		8.566160E-02
53.57		96.260		0.302800		302.800		8.584880E-02
53.47		96.310		0.303600		303.600		8.603620E-02
53.37		96.360		0.304400		304.400		8.622370E-02
53.26		96.410		0.305300		305.300		8.641150E-02
53.16		96.460		0.306100		306.100		8.659950E-02
53.06		96.520		0.306900		306.900		8.678770E-02
52.96		96.570		0.307700		307.700		8.697610E-02
52.86		96.620		0.308600		308.600		8.716470E-02
52.76		96.670		0.309400		309.400		8.735350E-02
52.66		96.720		0.310200		310.200		8.754250E-02
52.55		96.770		0.311100		311.100		8.773170E-02
52.45		96.820		0.311900		311.900		8.792110E-02
52.35		96.870		0.312700		312.700		8.811070E-02
52.25		96.920		0.313600		313.600		8.830050E-02
52.15		96.970		0.314400		314.400		8.849050E-02
52.05		97.020		0.315300		315.300		8.868070E-02
51.95		97.070		0.316100		316.100		8.887110E-02
51.85		97.140		0.316900		316.900		8.904770E-02
51.75		97.200		0.317800		317.800		8.922280E-02
51.65		97.260		0.318600		318.600		8.939810E-02
51.55		97.320		0.319400		319.400		8.957360E-02
51.45		97.380		0.320200		320.200		8.974920E-02
51.35		97.440		0.321100		321.100		8.992500E-02
51.25		97.510		0.321900		321.900		9.010090E-02
51.15		97.570		0.322700		322.700		9.027700E-02
51.05		97.630		0.323600		323.600		9.045330E-02
50.95		97.690		0.324400		324.400		9.062970E-02
50.85		97.750		0.325200		325.200		9.080640E-02
50.75		97.810		0.326100		326.100		9.098310E-02
50.65		97.870		0.326900		326.900		9.116010E-02
50.56		97.940		0.327700		327.700		9.133720E-02
50.46		98.000		0.328600		328.600		9.151450E-02
50.36		98.060		0.329400		329.400		9.169190E-02
50.26		98.120		0.330300		330.300		9.186950E-02
50.16		98.180		0.331100		331.100		9.204730E-02
50.06		98.240		0.332000		332.000		9.222530E-02
49.96		98.300		0.332800		332.800		9.240340E-02
49.86		98.360		0.333600		333.600		9.258170E-02
49.77		98.420		0.334500		334.500		9.276020E-02
49.67		98.480		0.335300		335.300		9.293880E-02
49.57		98.540		0.336200		336.200		9.311760E-02
49.47		98.600		0.337100		337.100		9.329660E-02
49.37		98.670		0.337900		337.900		9.347570E-02
49.28		98.730		0.338800		338.800		9.365510E-02
49.18		98.790		0.339600		339.600		9.383450E-02
49.08		98.850		0.340500		340.500		9.401420E-02
48.98		98.910		0.341300		341.300		9.419400E-02
48.89		98.970		0.342200		342.200		9.437400E-02
48.79		99.030		0.343100		343.100		9.455420E-02
48.69		99.090		0.343900		343.900		9.473450E-02
48.60		99.150		0.344800		344.800		9.491500E-02
48.50		99.210		0.345700		345.700		0.0950957
48.40		99.270		0.346500		346.500		0.0952765
48.30		99.330		0.347400		347.400		0.0954575
48.21		99.390		0.348300		348.300		0.0956387
48.11		99.450		0.349100		349.100		0.0958200
48.01		99.510		0.350000		350.000		0.0960016
47.92		99.570		0.350900		350.900		0.0961832
47.82		99.620		0.351800		351.800		0.0963651
47.73		99.680		0.352600		352.600		0.0965471
47.63		99.740		0.353500		353.500		0.0967293
47.53		99.800		0.354400		354.400		0.0969117
47.44		99.860		0.355300		355.300		0.0970925
47.34		99.920		0.356100		356.100		0.0972721
47.25		99.980		0.357000		357.000		0.0974519
47.15		100.030		0.357900		357.900		0.0976318
47.05		100.090		0.358700		358.700		0.0978118
46.96		100.150		0.359600		359.600		0.0979920
46.86		100.210		0.360400		360.400		0.0981724
46.77		100.260		0.361300		361.300		0.0983530
46.67		100.320		0.362200		362.200		0.0985337
46.58		100.380		0.363000		363.000		0.0987146
46.48		100.430		0.363900		363.900		0.0988956
46.39		100.490		0.364800		364.800		0.0990768
46.29		100.550		0.365700		365.700		0.0992582
46.20		100.600		0.366500		366.500		0.0994398
46.10		100.660		0.367400		367.400		0.0996214
46.01		100.720		0.368300		368.300		0.0998033
45.91		100.770		0.369200		369.200		0.0999853
45.82		100.830		0.370100		370.100		0.1001680
45.73		100.890		0.370900		370.900		0.1003500
45.63		100.940		0.371800		371.800		0.1005320
45.54		101.000		0.372700		372.700		0.1007150
45.44		101.060		0.373600		373.600		0.1008980
45.35		101.110		0.374500		374.500		0.1010810
45.25		101.170		0.375400		375.400		0.1012640
45.16		101.230		0.376200		376.200		0.1014470
45.07		101.280		0.377100		377.100		0.1016310
44.97		101.340		0.378000		378.000		0.1018150
44.88		101.400		0.378900		378.900		0.1019980
44.79		101.450		0.379800		379.800		0.1021820
44.69		101.510		0.380700		380.700		0.1023670
44.60		101.560		0.381600		381.600		0.1025510
44.51		101.620		0.382500		382.500		0.1027350
44.41		101.670		0.383400		383.400		0.1029200
44.32		101.730		0.384300		384.300		0.1031050
44.23		101.790		0.385200		385.200		0.1032900
44.13		101.840		0.386100		386.100		0.1034750
44.04		101.900		0.387000		387.000		0.1036600
43.95		101.950		0.387900		387.900		0.1038460
43.86		102.010		0.388800		388.800		0.1040310
43.76		102.060		0.389700		389.700		0.1042170
43.67		102.120		0.390600		390.600		0.1044030
43.58		102.180		0.391600		391.600		0.1045890
43.49		102.230		0.392500		392.500		0.1047760
43.39		102.290		0.393400		393.400		0.1049620
43.30		102.340		0.394300		394.300		0.1051490
43.21		102.400		0.395200		395.200		0.1053350
43.12		102.450		0.396100		396.100		0.1055220
43.03		102.510		0.397000		397.000		0.1057090
42.93		102.560		0.398000		398.000		0.1058970
42.84		102.630		0.398900		398.900		0.1060720
42.75		102.690		0.399800		399.800		0.1062450
42.66		102.750		0.400700		400.700		0.1064180
42.57		102.820		0.401600		401.600		0.1065910
42.48		102.880		0.402500		402.500		0.1067640
42.38		102.950		0.403400		403.400		0.1069380
42.29		103.010		0.404300		404.300		0.1071110
42.20		103.070		0.405200		405.200		0.1072850
42.11		103.140		0.406100		406.100		0.1074590
42.02		103.200		0.407000		407.000		0.1076330
41.93		103.270		0.407900		407.900		0.1078070
41.84		103.330		0.408800		408.800		0.1079820
41.75		103.390		0.409700		409.700		0.1081560
41.66		103.460		0.410600		410.600		0.1083310
41.57		103.520		0.411500		411.500		0.1085060
41.47		103.580		0.412500		412.500		0.1086800
